male 171.7 80.6
male 173.3 87.7
male 164.6 73.6
male 171.4 83.2
male 173.2 82.1
male 176.7 95.6
male 168.7 75.1
male 169.1 89
male 182.7 91.6
male 173.4 77.3
male 177.7 91.6
male 182.5 87.7
male 167 81.6
male 170.3 71
male 194.8 106.6
male 184.3 104.6
male 177.1 92.5
male 184.9 99
male 184.2 101
male 183.6 94.5
male 170.8 82
male 192.9 105.2
male 168.4 77.4
male 180.7 85.4
male 180.8 88.9
male 183.4 97.3
male 190.9 101.6
male 163.6 71.9
male 164.4 75.5
male 161.1 72.6
male 172.3 79.9
male 167.5 79.1
male 180.3 87.9
male 171.7 84.8
male 174.2 78.7
male 178.6 87.7
male 183.9 94.5
male 179.9 93.4
male 167.4 78.3
male 190 105.5
male 171.9 80.4
male 170.6 79.7
male 182.3 96.4
male 164.2 75.7
male 173 89.1
male 169.6 75
male 169.7 80.1
male 172.4 79.2
male 175.7 88.5
male 178.4 93.3
male 164.7 71.8
male 172.3 76.7
male 161.1 61.5
male 182.5 98.9
male 169.5 70.7
male 182.8 91.4
male 193.1 107
male 181.5 88.6
male 171.1 80.1
male 179.2 90
male 177.5 84.2
male 172.6 80.4
male 188.2 97.9
male 175.7 84.8
male 169.1 77.8
male 169.4 78.4
male 170.8 76.3
male 175.4 74.3
male 179.5 86.2
male 166.4 71.1
male 165.6 78.3
male 171.6 76.7
male 187.5 104.9
male 181.9 94
male 172 78.1
male 173.3 90.6
male 167.5 76.2
male 181.7 89.7
male 175.7 89.3
male 174.2 81.7
male 180.5 85.8
male 161.7 71.8
male 180.8 94.7
male 168 84.9
male 165.2 71.5
male 173 82.4
male 180.3 92.9
male 188.5 104.8
male 176.1 84.5
male 164.9 82.1
male 173.6 90.2
male 180.2 92.2
male 156.2 73
male 174 86.1
male 183 90.8
male 184.2 100.6
male 180.9 97.1
male 183.5 91.5
male 171.6 84.9
male 183.6 89.1
male 159 68.8
male 168.2 75.9
male 176.9 90.2
male 176 81.1
male 179.6 87.8
male 174.8 89.7
male 167.7 83.7
male 168.7 70.4
male 169.2 73
male 172.8 85.8
male 179.1 78.5
male 175.7 88.8
male 179.8 97.8
male 165.6 75.6
male 190 108.6
male 180.5 83.6
male 176.1 90.7
male 177.5 86.8
male 163.6 76.7
male 172.3 88.3
male 171.6 83.1
male 189.9 95.4
male 181.4 89.8
male 170.5 78.3
male 177.4 89.4
male 173.8 86.4
male 172.6 83.7
male 174 81.6
male 165.7 72.3
male 178.3 89.7
male 180.6 98.5
male 173.9 85.2
male 166.2 80.2
male 172 84
male 188.5 101.3
male 180.8 93.9
male 170.8 77.6
male 172.4 79.5
male 171.1 78.6
male 174.7 82.1
male 182.1 91.9
male 176.2 90.6
male 187.2 101.4
male 176.4 99.4
male 179.8 95.8
male 182.3 91.1
male 176.1 94.7
male 165.8 73.2
male 180.1 94.3
male 174.2 82
male 174.3 80.2
male 176.5 88.3
male 167.5 73.9
male 174 78.6
male 187.8 97.8
male 180.8 95.3
male 169.1 83.9
male 182.2 85.2
male 177.2 85.3
male 169.5 81.4
male 177 96
male 178.8 89.7
male 175.3 84.5
male 164.4 75.3
male 180.3 85.6
male 163.7 73.2
male 177.2 87.7
male 181.7 85.8
male 173.6 94.2
male 179.7 90.4
male 181.4 95.2
male 176.3 81.7
male 182.9 89
male 175.7 85.9
male 168.1 75.1
male 170.9 82.7
male 180.1 86
male 175.6 86
male 171.2 77.2
male 185.3 98
male 179 80.3
male 175.3 88.9
male 169.6 76.1
male 175.6 81.5
male 185.7 100.1
male 171.4 74.5
male 165 71
male 172.2 83.3
male 171.9 77.2
male 168.9 76.5
male 185.4 95.1
male 176.7 88.6
male 180.3 88.1
male 177.6 99.5
male 182.1 93
male 171.8 81.1
male 173.5 82.4
male 174.5 92.3
male 175 74.9
male 175.2 89.8
male 170.8 78.6
male 175 83.4
male 167.2 63.3
male 164.3 72.6
male 168.4 74.2
male 170.4 88
male 170.2 86.1
male 180.2 83.5
male 173.8 86.5
male 171.8 85.4
male 192.1 102.6
male 179.2 89.7
male 175 86.4
male 173.4 79.9
male 165.1 80.6
male 166.6 78.8
male 176 95.4
male 166.9 77.1
male 172.2 78.7
male 175.8 83.9
male 172.8 88.1
male 157.3 67.6
male 170.9 87.3
male 171.9 81.5
male 177.7 92
male 165.9 74.1
male 182.6 98.4
male 168.2 83.1
male 167.2 75.5
male 185 93.1
male 180.2 86
male 181.2 99.1
male 180.5 92.1
male 157.3 63.4
male 174.7 89
male 171.7 81.6
male 171.1 74.4
male 167.3 76.3
male 174.5 86.1
male 176.6 88.5
male 169.3 86.4
male 177.3 92.7
male 174.4 89
male 181.9 95.1
male 177 86.6
male 180.1 89.8
male 172.7 84.7
male 179.4 85.6
male 181.8 80
male 185.5 94.9
male 154.3 61.8
male 175.5 86.6
male 176.1 86.8
male 172.1 83.9
male 193.1 105.4
male 183.5 91.5
male 175.1 85.4
male 166 79.2
male 167.5 83.4
male 179 85
male 185.9 97
male 174.1 79.5
male 174.1 76.9
male 161.5 65.6
male 170.5 79.7
male 179.9 89.4
male 186.8 101.1
male 168 75
male 172.5 77.3
male 181.4 98.2
male 170.5 78.8
male 186.1 98.8
male 161.7 73
male 175.8 87.9
male 177 80.3
male 179 92.9
male 175.3 80.2
male 173.9 87.4
male 167.7 75.7
male 176.1 84.7
male 175.5 85.5
male 186.8 94.5
male 167.9 73.2
male 186.8 97.5
male 177 93
male 169.4 83.1
male 185.3 94.7
male 173.3 94.3
male 182.8 95.5
male 180.5 92.6
male 170.1 88.5
male 173.9 86.5
male 181.1 90.5
male 165.1 75.7
male 169.6 81.1
male 174.7 84.3
male 175.2 87.9
male 181.1 103.8
male 175.4 87.2
male 169 79.8
male 174 79.9
male 171.3 80.5
male 181.2 91.5
male 174.2 80.2
male 177.1 84.1
male 177.4 85.3
male 183.9 85.9
male 166.2 75.3
male 168.3 77.2
male 177.7 96.5
male 180.9 89
male 177.6 91.7
male 181.3 91.3
male 164.1 71.9
male 174.7 79.1
male 173.9 83.3
male 175.8 85.3
male 176.3 79.9
male 176.8 88.1
male 185.1 88.1
male 157.9 66.2
male 174.9 87
male 180.5 95.2
male 183.3 91.3
male 183 94.7
male 171.1 82.8
male 172.6 75.5
male 179.8 87.7
male 166.5 80.9
male 178.3 93.4
male 182.3 90.3
male 173.1 87.1
male 173.6 79.5
male 167.9 77.1
male 181.8 93.1
male 186.8 88.9
male 180.6 94.4
male 179.8 92
male 182.2 85.5
male 160.5 73.7
male 173 82.9
male 167.3 71.3
male 173.6 81
male 176.7 84.9
male 174.6 77.8
male 178.2 90.9
male 175.1 87.9
male 163.3 70.5
male 179 87.3
male 174.3 72.5
male 176.9 79.9
male 175.4 77.9
male 170.8 82.4
male 167.9 77.7
male 174.3 81.2
male 175.9 85
male 176.9 82.5
male 184.9 97.3
male 190.6 94.6
male 180.3 86.3
male 188.9 98.5
male 163.5 70.8
male 181.2 93.6
male 170.6 80.8
male 189 103.8
male 162.2 79.1
male 175 74.5
male 183.2 96.2
male 173.7 93.4
male 165.3 75.9
male 175.8 88.5
male 182.7 94.9
male 171.4 82.7
male 176.1 86.3
male 161.9 72.7
male 154.1 58.6
male 179.5 88.7
male 171.7 84.7
male 189.6 103.2
male 179 89.4
male 182.7 95
male 188 95.1
male 179.8 100
male 164.4 76.7
male 173.7 84.3
male 181.5 87.4
male 170 80.3
male 179.8 90.7
male 165.8 76.5
male 156.9 56
male 158.7 72.7
male 172.2 89.4
male 176.6 73.5
male 184.2 91.5
male 179 88.3
male 169.4 73.7
male 181.1 79.7
male 182.4 95
male 185.6 92.7
male 174.9 95.6
male 167.8 76.8
male 187.9 101.3
male 175.9 87.5
male 176.1 78.4
male 180.3 86.9
male 161.4 71.3
male 177.2 82.9
male 165.6 68.9
male 177.7 87.7
male 177.2 84.1
male 180.8 88.6
male 179.3 79
male 166.8 74.7
male 170.5 74.3
male 167.4 79.2
male 187.4 96.6
male 172.1 78.4
male 166.5 78
male 180.9 88.9
male 166.6 79.3
male 166.8 79.2
male 157.4 63.6
male 187.7 97.8
male 183.7 97.9
male 178.6 83.6
male 170.5 76.3
male 167.5 68.7
male 170.8 84.3
male 178.1 92.2
male 190.1 101.6
male 163.9 67.3
male 177.9 94
male 182.5 93.1
male 185 95
male 186.2 90.3
male 168.6 74.9
male 168.9 82
male 176 91.7
male 173.3 88.6
male 178.9 83.6
male 177.1 85.5
male 166.4 71.3
male 175.6 89.1
male 187.1 94.5
male 167.4 71.7
male 173.6 83.7
male 178.9 89.8
male 183.1 92
male 182.1 90.3
male 167 70.8
male 162.3 76.3
male 178.6 91.4
male 167.1 79.2
male 177.4 89.3
male 173.6 89.7
male 172.1 75.1
male 190.6 105.6
male 186.4 87.4
male 176.7 87.2
male 163.9 71.3
male 171.6 74.1
male 185.7 93
male 169 77.7
male 187.9 94.8
male 180 95.1
male 181.8 93.5
male 167.2 80.4
male 178.5 96
male 156.9 67.8
male 190.1 99.9
male 181.9 87.3
male 170.8 74.1
male 180.1 90.6
male 190.7 99.1
male 185.7 101.2
male 179.5 98.8
male 170.5 77.6
male 170.5 66.9
male 176.6 77.1
male 165.7 72.9
male 173.8 84
male 174.7 80.3
male 172.6 85.7
male 175.9 72.2
male 173.9 85.3
male 166.9 68.5
male 176.4 78.2
male 168 75.4
male 180 84.5
male 167.6 85.1
male 164.9 74.3
male 173.7 89.3
male 176.6 86
male 168.8 85.7
male 176.5 80.4
male 174.6 83.5
male 187.4 100.3
male 194.3 98.8
male 180.9 90.3
male 163.8 74.6
male 168.9 74
male 175.8 85.1
male 161.4 68.2
male 177.1 91.9
male 174.3 82.4
male 181.5 93.7
male 176.6 92.5
male 187.3 105
male 173.4 88.5
male 184 90.8
male 179.8 88.6
male 178.9 85.3
male 175 88.3
male 175.9 89.5
male 170.9 70.9
male 181.5 94.2
male 174.9 78
male 181.4 98.4
male 178.2 86.4
male 179.5 93.5
male 174.1 91.2
male 181.4 93.7
male 165.7 72.1
male 179.8 94.4
male 177.2 85.2
male 162.5 76.3
male 178.6 89.3
male 178.6 93.2
male 171.2 74.6
male 170.5 75.8
male 173.7 76.6
male 176.7 83.5
male 158.8 76.3
male 176.1 83.5
male 169.6 78.1
male 191.5 99.1
male 178.3 86
male 180.6 89.2
male 177.3 82.4
male 168.8 79.5
male 179.6 94.7
male 161.6 73.8
male 179.2 86.8
male 171.2 87.4
male 181.4 96.8
male 174.2 85
male 181.5 92.3
male 179.6 86.2
male 181.3 89.5
male 179 87.7
male 189 102.8
male 161 84
male 173.7 77.7
male 171.3 79.4
male 179.9 89
male 170.5 88.3
male 172 83.7
male 174.1 81.4
male 174.3 87.3
male 179.3 89.5
male 170.4 74.5
male 165.9 75.9
male 177.6 84.3
male 173.6 88
male 180 93.4
male 193.1 106.8
male 172.6 80.3
male 177.2 90.3
male 176.7 91
male 181.8 97
male 180.2 91.5
male 166.2 65.4
male 180.3 91.9
male 172.7 83.4
male 179.1 90.5
male 175.5 79.8
male 181.9 88.4
male 177.5 92.3
male 168.8 75.6
male 178.5 94.1
male 159.1 69.3
male 169.2 66.3
male 166 71.1
male 181.9 95.2
male 176.3 83.4
male 177.5 91.1
male 166.8 74.5
male 163.6 70.1
male 174.3 85.9
male 176.8 80.1
male 171.3 78.6
male 173.2 84
male 176.7 92.4
male 167 82.6
male 185.7 91.5
male 169.2 80.7
male 175.6 91.9
male 167.6 84.5
male 170.7 84.1
male 166.3 79.7
male 185.5 95.1
male 173.5 81.3
male 168.5 75
male 183.8 89.9
male 172 83.9
male 179 90.8
male 180.8 90.5
male 176.2 91.8
male 178 91.6
male 176 89.5
male 160.8 71.2
male 172.4 83.1
male 185.9 92.1
male 185.8 87.9
male 180.1 88.7
male 183.2 97.4
male 183.2 83.5
male 180.9 87.9
male 168.3 77.1
male 183.7 93.3
male 172.9 75.4
male 181.3 90
male 166.9 77
male 170.5 72.6
male 183.4 92.9
male 160 67.1
male 176.7 82.1
male 178.8 98.8
male 172.8 85.9
male 177.2 79.9
male 157.7 59.1
male 167.2 72.3
male 179.8 87.1
male 176.7 82.6
male 171 85.4
male 172.2 87
male 169.4 73.8
male 176.9 89.6
male 164.5 82.8
male 187.9 90.7
male 172.6 83.6
male 169.6 75.1
male 175.1 80.1
male 194.1 103.8
male 175.3 81.8
male 186.7 102.5
male 176.8 86.1
male 183.1 91.7
male 179 81.1
male 170.3 75.8
male 168.1 78.3
male 174.5 81.6
male 169.3 72.6
male 177.4 80.9
male 168.3 70.1
male 184.9 94.7
male 163.8 76.8
male 177.2 82.4
male 179.5 92.4
male 184.1 83.6
male 173.2 90.6
male 185.4 93.7
male 179.2 89.2
male 177.9 86.2
male 175.3 89.2
male 186.8 100.8
male 173 81.7
male 173.5 80.9
male 181.7 91.9
male 186.4 100.2
male 177.4 90.1
male 178.2 92.4
male 168.4 68.1
male 194.3 103
male 180.4 84.7
male 169.2 77.3
male 167.8 82.7
male 179.4 85
male 165.6 72
male 169.8 79.7
male 187.3 100.1
male 177.5 88.8
male 176.6 85.7
male 169.5 69.9
male 175.4 81.4
male 174.1 78.1
male 178.6 86.4
male 182.8 94.4
male 180.1 87
male 178.7 89.5
male 172.2 86
male 174.5 94.4
male 175.6 85.6
male 172 85
male 181.1 98.8
male 181.4 91.5
male 180.5 92.8
male 164.4 65
male 170.6 82.6
male 183.6 91.7
male 178.4 87.4
male 163.7 72.1
male 189.1 96.8
male 165.9 73.8
male 184.8 96.2
male 166.9 70.4
male 175 88.3
male 185.5 95
male 177.4 89.9
male 177.4 81.5
male 182.3 87.4
male 169.7 81.5
male 172.2 86.4
male 175.9 89
male 175.1 82
male 175.3 84.6
male 168.6 76.1
male 168.6 81.4
male 175.4 82.2
male 166.8 73.2
male 159.4 67.9
male 169.1 73.1
male 170.9 85
male 177.4 79.8
male 188.5 108.2
male 180.9 94.8
male 179.7 88.3
male 172.4 74.3
male 170.5 82.8
male 169 79.4
male 170.4 82
male 175 78.3
male 182.6 94.1
male 179.2 88
male 175.8 85.2
male 169.8 73.1
male 196 103.7
male 173.2 80
male 169.7 84.8
male 188.1 99.1
male 177 83.7
male 179 90.4
male 168.2 74.7
male 182.5 87.7
male 167.6 77.6
male 184.6 98.7
male 177.3 85.3
male 175.4 80.8
male 162.2 68.9
male 164.9 65.8
male 165.2 67
male 174.9 83.2
male 177.8 80.9
male 159.3 69.3
male 170 78.7
male 170.9 81.6
male 183.2 90.9
male 176.8 77.2
male 165.6 75.6
male 188.2 88.3
male 155.2 69.3
male 173.5 93.6
male 162.4 74.7
male 174.2 82.2
male 164.9 83.9
male 176.9 95
male 180.6 89.5
male 159.5 67.4
male 179.9 91.3
male 176.7 90.3
male 170.3 85.5
male 171.2 80.9
male 176.2 78.7
male 189.3 99.1
male 169.1 78.6
male 170.8 84.5
male 167.6 74.9
male 170.9 92.1
male 172.5 73.3
male 167.8 74.6
male 167.2 77.5
male 175.3 77.2
male 178.6 87.3
male 169 75.5
male 181.5 89.1
male 177.9 83.3
male 174.3 84.9
male 175.2 80.9
male 187.4 100.9
male 175.4 86.4
male 185.9 92.6
male 174.4 87.2
male 164.9 81.4
male 167.9 87.4
male 172.1 77
male 182.4 87.4
male 175.8 84.2
male 171.2 85.5
male 177.5 81.5
male 163.5 73.7
male 171.4 83.2
male 185.7 100.4
male 171.8 85.7
male 174.1 87
male 179.6 97.2
male 173.3 82.7
male 172 74.3
male 187.2 90
male 174.9 85
male 168.8 79.8
male 177.7 85.5
male 171.6 91.1
male 188.7 95.2
male 183.1 91.5
male 176.7 82.9
male 181.9 93.5
male 170.5 77.9
male 173.8 77.7
male 198.4 116
male 174.4 81.1
male 177.9 84.5
male 188.8 100.2
male 183.5 91.7
male 171.9 87.6
male 168.7 71.3
male 165.3 82
male 175.7 93.7
male 172.2 81.6
male 173.3 88
male 184.3 92.3
male 188.1 96
male 186 91.2
male 185 96.2
male 173.4 76.1
male 178 93.9
male 182.2 84.3
male 174.4 78.4
male 178.3 83.8
male 170 82.7
male 171.9 85.4
male 172.5 76.5
male 170.7 78.7
male 170.2 80.8
male 167.7 78.9
male 172.2 87.1
male 181.5 86.7
male 178 86
male 187.3 95.3
male 168.6 72.3
male 173.2 86.1
male 173.4 79.9
male 167.5 80.4
male 169.9 77.2
male 168.1 75.3
male 186.2 105.3
male 176 93.8
male 182.3 90.9
male 161.6 74
male 183.3 85.7
male 182.9 94.1
male 173.1 78.7
male 175.5 86.1
male 170.7 77
male 161.6 72.9
male 182.2 95.7
male 179 87.9
male 185.1 98.6
male 173.1 80.2
male 177 92.2
male 160 75.1
male 182.3 96
male 181.9 91.4
male 180.5 91
male 178.1 86
male 178.9 93.7
male 174.1 78.6
male 181.2 100.3
male 170.6 77
male 185.7 99.7
male 180.1 82.9
male 182.7 89.8
male 186.9 98.2
male 177.3 92.2
male 179.4 84
male 168.4 67.2
male 178.5 87.2
male 180.3 93.7
male 178.6 82.4
male 181.6 96.5
male 180.3 88.9
male 169.4 70.4
male 184.6 94.1
male 168.9 82.5
male 169.1 74.4
male 169.5 84
male 176 80.8
male 173.5 80.9
male 167.1 73.5
male 178.1 98.6
male 175.4 86.1
male 180.1 89.4
male 169.6 80.9
male 174.2 80.7
male 180.3 83.9
male 160.5 69.7
male 177.6 100.6
male 172 79.6
male 180.6 90.2
male 178.1 85.8
male 167.1 75.4
male 181.6 91.8
male 182.2 99.9
male 181.5 96.8
male 176.2 77.7
male 178.2 86.9
male 183.2 91
male 181.9 94.7
male 175.8 78.4
male 180.6 85.6
male 170.4 85.1
male 193 101.8
male 172.7 77.2
male 176.2 89.5
male 181.4 88.6
male 179 90
male 182.5 89
male 184.7 88.6
male 185.2 97
male 182.3 91.3
male 189.7 103.2
male 171 71.2
male 179.2 87.2
male 165.6 76.9
male 177.1 89.6
male 182.2 97.9
male 175.2 78.6
male 165.2 73.9
male 177.9 94.6
male 180.4 91.6
male 185.1 104.2
male 182.7 91.9
male 187.9 103
male 166.8 75.5
male 180 84.9
male 173.1 82.1
male 170.6 79.5
male 180 89.7
male 162.1 75.5
male 170.1 75.5
male 178.5 84.9
male 178.6 84.4
male 179.2 93
male 176 85.9
male 188.9 95.3
male 169.9 84.4
male 187 93.6
male 175.5 85.8
male 171.6 76.5
male 159.8 65.4
male 174.9 85.1
male 176.8 87.8
male 176.6 84.1
male 175.5 85.4
male 169.7 75.4
male 180.6 91.8
male 172.1 86.9
male 169.1 73.5
male 170.4 79.8
male 176.7 87.7
male 183.6 87.4
male 175.8 84.4
male 175.3 89.8
male 166.2 76.1
male 173.9 90.7
male 182.8 90.7
male 187.3 98.5
male 179.2 88.1
male 175.3 86.4
male 187 107.4
male 174 82.2
male 162.8 68.8
male 172.6 77.4
male 179.9 89.5
male 182 90.8
male 171 71.9
male 173.3 84.5
male 166.3 75.6
male 179.6 92.9
male 170.6 79.2
male 172.1 81
male 173.9 84.1
male 183.6 88.3
male 166.1 72.4
male 166.7 73.8
male 176.4 81.7
male 172.7 78
male 182.1 87
male 187 99.6
male 170.9 80
male 183.2 97.7
male 174.3 88
male 165.7 75.8
male 168.5 75.3
male 178 98.2
male 169.3 77.7
male 185.3 92.7
male 189.9 95.1
male 167.3 85.1
male 169.2 73.7
male 173.3 83.6
male 176.9 86.8
male 165.7 70.8
male 169.1 82.2
male 173.4 91.6
male 175.3 77.2
male 178 87.1
male 180.6 81
male 180.6 84.3
male 174.1 81.9
male 175.3 80.7
male 169.9 85.1
male 175 89.6
male 173.7 88.5
male 168.2 83
male 164.3 71.2
male 172.7 78.2
male 164.4 68.1
male 178 92.1
male 168.8 74.5
male 183.3 84.4
male 164.1 71.8
male 189 101.5
male 181.1 86.2
male 166.1 71.7
male 172.9 77.5
male 164.3 70.6
male 176.8 86.9
male 184 103.8
male 169.5 74.8
male 174.4 80.8
male 176.7 90.5
male 184.8 95.8
male 176.5 92.1
male 176.3 84.1
male 167.1 67.7
male 182.1 97.2
male 168.5 72.7
male 168.8 81.8
male 179 89.4
male 173 84.4
male 167.2 75.1
male 175.8 91.3
male 185.1 91.3
male 172.2 86.5
male 177.9 87.6
male 181.2 96.7
male 181.5 95.2
male 175.8 82.2
male 172.8 77.4
male 182.8 104.1
male 181.2 90.6
male 183.9 91.3
male 153.3 60.8
male 179 86
male 182.2 87.6
male 179.2 84.1
male 185.7 93.8
male 157.6 79.4
male 175.5 80.1
male 181.6 95
male 179.3 93.3
male 165.2 70.2
male 172.5 89.1
male 175 79.9
male 179.6 90.1
male 164 68.1
male 180.3 81.3
male 174.7 84.8
male 166.1 64.7
male 165.6 74.2
male 177.6 84.1
male 169.9 76.6
male 170.8 75
male 174 74.6
male 172.1 84.4
male 168.6 75.1
male 178.3 88
male 174.5 87.8
male 179.8 92.7
male 190.4 100.3
male 168.5 78.6
male 167.8 77.7
male 169.8 77.1
male 183.3 92.8
male 173.4 86.3
male 176.4 81
male 178.9 86.1
male 183.9 90.5
male 175.8 84.3
male 170.4 75
male 178.7 80.5
male 183.9 85.8
male 179.3 93.6
male 171.2 90.6
male 186.5 102.6
male 170.7 79.1
male 188 97.6
male 175 79.6
male 162.2 76.2
male 172.9 84.1
male 172.2 81.6
male 176.6 86
male 173.7 82.7
male 175 82.3
male 177.2 88.3
male 166.9 79.1
male 168.2 82
male 159.4 74
male 170.5 80.6
male 177.5 82.3
male 171.9 80.7
male 176.8 86.6
male 177 80.3
male 171.3 72.5
male 173.1 85.3
male 179 94.7
male 180.3 87.1
male 181 99.9
male 174 84.5
male 176 89.4
male 164.1 63.6
male 174.5 81.7
male 173.5 79.8
male 166.9 76.1
male 172.3 69.4
male 171.2 73.8
male 167.9 74.2
male 171.7 86.4
male 168.3 86.9
male 172 79.5
male 175.4 83.5
male 199.3 103.1
male 179.4 90
male 178.8 87.9
male 172.4 80.2
male 180 84.1
male 172.5 87.4
male 189.8 94
male 173.7 81.3
male 192.4 102.7
male 180.4 84.5
male 179.7 91.9
male 193.8 105.9
male 176.8 87.1
male 176.7 88.4
male 176.7 89
male 167.2 71.5
male 172.2 83.8
male 173.7 81.3
male 164.9 71.8
male 173.8 82.7
male 184.6 93.9
male 167.8 73.3
male 155.7 68.2
male 173.4 72.6
male 191.2 101.3
male 168.8 82.8
male 169 81.3
male 172.1 81.2
male 182.3 95.6
male 175.3 90.8
male 173.5 84
male 187.9 97.5
male 174.6 88
male 186.9 94
male 170 76.7
male 176.2 88.5
male 170.2 83.2
male 183 90.7
male 172.4 79.6
male 162.4 69.8
male 167.9 78.2
male 187.5 94.7
male 164.5 73
male 170.2 85.7
male 180 88
male 171.2 76.5
male 170 79.4
male 164.3 79.9
male 171 76.5
male 173.5 88.2
male 187.5 103.1
male 168.3 80
male 172 80.4
male 167.3 80.7
male 182.4 95.9
male 166 70.6
male 172.6 87.1
male 190.9 97.2
male 161.1 74
male 165.4 71
male 172 74.8
male 183.7 91.6
male 176.4 89.6
male 164.8 80.2
male 170.1 85.3
male 169.9 82.5
male 173 79.7
male 178.8 79.8
male 179.1 93.6
male 177.2 89.7
male 173.8 80.3
male 170.9 79
male 173.3 79.7
male 171.5 81.8
male 189 100.1
male 175.3 82.5
male 173.6 85.1
male 175.3 85.4
male 164.7 74.6
male 185.6 98
male 181.9 95.7
male 178.4 86.6
male 180.4 89.9
male 176.2 85.1
male 162.9 71.5
male 179.2 92.7
male 161 64
male 181.4 94
male 177.5 98.9
male 169.9 76.9
male 181 86.7
male 186.9 90.5
male 173.1 91.4
male 186.9 97.5
male 177.5 78
male 164.8 73.3
male 183 95
male 171.2 74.1
male 171.8 80.5
male 176.7 90.6
male 168.4 81.5
male 174.5 80.7
male 179.2 82.4
male 168.5 73.9
male 173.7 80
male 183.8 101.9
male 170.7 87.9
male 171.5 74.4
male 174.3 86
male 174.1 84.4
male 178.6 89.2
male 175 88.6
male 176.2 90.2
male 184.4 91
male 171.6 80.9
male 175.9 91.7
male 178 83.7
male 176 87.8
male 189.7 104.4
male 171.6 78.4
male 170.3 77.7
male 184.8 92
male 173.6 92.7
male 170.4 76.3
male 188.5 89.6
male 154.5 62.5
male 176.9 90.9
male 172 88.1
male 177.3 88.2
male 177.8 94.4
male 163.7 75.5
male 164.6 84
male 176.7 89.4
male 172.7 87.9
male 179 92.2
male 188.1 94.2
male 182.4 89.7
male 170.9 82.9
male 171.7 79.1
male 158.2 67.8
male 182.8 97.6
male 173.8 81.6
male 176.7 92.2
male 180.6 82.9
male 183.2 98.1
male 184.3 96.9
male 164.4 73.4
male 180.2 96.2
